Drug Protein Probability
Promethazine HTR2C 0.97847074
Promethazine ADRA1B 0.93101656
Promethazine DRD3 0.97772753
Promethazine OPRK1 0.9454664
Promethazine ADRB2 0.9999169
Promethazine OPRM1 0.99968874
Promethazine NR3C1 0.96724015
Promethazine GABRA1 0.9841452
Promethazine GRIA2 0.9030228
Promethazine CHRNA4 0.9018238
Promethazine CHRNB2 0.94179
Promethazine COMT 0.9476367
Promethazine GABRB1 0.96793246
Promethazine GABRB3 0.9206652
Promethazine CACNA1S 0.991553
Promethazine CHRNB4 0.9609472
Promethazine GABRD 0.9943421
Atazanavir HRH2 0.9885132
Fludarabine ADRA1A 0.9422407
Fludarabine GABRA1 0.94389
Diphenhydramine ADRB1 0.9851276
Diphenhydramine ADRA1B 0.9080805
Atorvastatin ADORA1 0.9543621
Atorvastatin SCN10A 0.96225125
Atorvastatin PTGS2 0.97529763
Atorvastatin CALM1 0.99572194
Atorvastatin ADRA1A 0.9703396
Atorvastatin SLC6A4 0.98602825
Atorvastatin PDE4A 0.9614449
Atorvastatin GABRB3 0.94174516
Atorvastatin GABRR2 0.9219387
Tegaserod CHRM3 0.9886509
Tegaserod ADRB1 0.9355722
Tegaserod ADRA2A 0.9758532
Tegaserod CHRM4 0.94663393
Tegaserod CALM1 0.9311968
Tegaserod SLC6A4 0.9032461
Tegaserod NR3C1 0.9924062
Tegaserod GABRB1 0.93722236
Vigabatrin PTGS1 0.99680626
Vigabatrin CHRM1 0.9993074
Vigabatrin SCN5A 0.9128388
Vigabatrin ADRA2A 0.92210394
Vigabatrin HTR1A 0.9567506
Vigabatrin CHRM4 0.91530776
Vigabatrin ACHE 0.96363664
Vigabatrin CACNA1G 0.94276744
Vigabatrin SLC12A1 0.94053423
Vigabatrin ADRA2B 0.96589935
Vigabatrin OPRK1 0.91291213
Vigabatrin DRD2 0.9073029
Vigabatrin CHRNA4 0.9079077
Vigabatrin ADORA2A 0.9943961
Orlistat CHRM3 0.9373093
Orlistat DRD5 0.92560846
Orlistat HTR2B 0.9101331
Orlistat CA4 0.90906054
Orlistat OPRM1 0.9787717
Orlistat HTR6 0.9885106
Emedastine GABRB2 0.9693512
Pilocarpine PTGS2 0.97421545
Pilocarpine SLC6A3 0.95668507
Pilocarpine DRD2 0.942023
Benzocaine CHRM3 0.95031476
Benzocaine BCL2 0.9194193
Benzocaine CHRM5 0.9132296
Benzocaine HTR2C 0.96330345
Primaquine GABRA3 0.95900536
Primaquine ADRA2B 0.9146526
Primaquine GABRR2 0.93116236
Iloprost CHRM3 0.90313286
Iloprost CHRM1 0.9246978
Iloprost SCN10A 0.9925247
Iloprost PTGS2 0.9891221
Iloprost ADRA2A 0.999418
Iloprost HTR3A 0.9895231
Iloprost CACNA1C 0.9580786
Iloprost HTR2A 0.9045041
Iloprost ADRA1A 0.97592837
Iloprost HTR2C 0.95518506
Iloprost CHRM2 0.9832771
Iloprost ADRA2B 0.9533031
Iloprost HMGCR 0.93039274
Iloprost DRD3 0.976923
Iloprost PTGFR 0.98710465
Iloprost SLC6A3 0.99408925
Iloprost SLC6A4 0.9522946
Iloprost DRD2 0.9167196
Iloprost CACNA1B 0.9357722
Iloprost GABRB1 0.95687854
Iloprost CACNA1D 0.9684521
Fluvastatin HTR2A 0.9206874
Fluvastatin OPRK1 0.9280061
Leflunomide CHRM1 0.95000494
Leflunomide ESR1 0.96772176
Leflunomide PPARG 0.99809796
Leflunomide PTGS2 0.99767405
Leflunomide CA2 0.91495806
Leflunomide ADRA2B 0.97612804
Leflunomide HMGCR 0.9357733
Leflunomide GABRA1 0.9605785
Leflunomide PDE4A 0.9817825
Leflunomide GABRB3 0.95010436
Rosuvastatin CHRM3 0.92290676
Rosuvastatin CHRM1 0.98436004
Rosuvastatin SCN5A 0.99029654
Rosuvastatin CHRM4 0.94015634
Rosuvastatin SLC6A2 0.9962165
Rosuvastatin HTR2C 0.9863685
Rosuvastatin CHRM2 0.9963924
Rosuvastatin OPRK1 0.90743196
Pimozide ESR1 0.944463
Pimozide ABCC8 0.91733146
Pimozide OPRD1 0.9070894
Pimozide HTR2A 0.93281174
Pimozide HTR2C 0.96733254
Pimozide SLC6A3 0.92535675
Pimozide TOP2A 0.92770046
Pimozide NR3C1 0.986231
Capecitabine CHRM3 0.958886
Capecitabine KCNH2 0.90235305
Capecitabine ADRA2A 0.9700804
Capecitabine HTR2B 0.9171855
Capecitabine GABRA4 0.98621434
Capecitabine ADRA2B 0.9473013
Capecitabine GABRA1 0.9788983
Sibutramine CHRM1 0.9905759
Sibutramine PTGS2 0.98312896
Sibutramine ADRA2B 0.9609592
Sibutramine GABRG1 0.9362452
Levocabastine PTGS1 0.9421535
Levocabastine ABCC8 0.9758673
Levocabastine HTR2B 0.93086785
Levocabastine HTR2C 0.9380175
Levocabastine DRD2 0.9898671
Miconazole ADORA1 0.9693895
Miconazole DRD1 0.9665482
Miconazole CHRM1 0.9631565
Miconazole AR 0.96724385
Miconazole PTGS2 0.9609211
Miconazole ACCN2 0.90136504
Miconazole HTR2A 0.97810715
Miconazole SLC6A2 0.9754817
Miconazole PDE4B 0.9788759
Miconazole HTR2C 0.99565434
Miconazole SLC6A3 0.915433
Miconazole CHRNA2 0.96258557
Miconazole DRD2 0.9025623
Miconazole HTR1B 0.98100877
Miconazole CHRNA4 0.9704981
Miconazole PDE6G 0.97014064
Miconazole PDE1A 0.9362522
Miconazole PIK3C3 0.9827776
Miconazole ADAM17 0.9393979
Cefuroxime NR3C1 0.92434955
Papaverine PTGS1 0.9477973
Papaverine PTGS2 0.93597776
Papaverine ADRA2C 0.9857846
Papaverine OPRD1 0.92715794
Papaverine CACNA1D 0.94717234
Chlorpheniramine CHRM3 0.9014225
Chlorpheniramine PTGS2 0.9977023
Chlorpheniramine HTR1A 0.90936506
Chlorpheniramine CHRM4 0.9072202
Chlorpheniramine HTR2A 0.9976526
Chlorpheniramine PDE4B 0.9866464
Chlorpheniramine HTR2C 0.94288844
Chlorpheniramine CHRNA2 0.95711535
Chlorpheniramine DRD2 0.9887822
Chlorpheniramine NR3C1 0.9988018
Chlorpheniramine HTR1B 0.97251725
Chlorpheniramine ADORA2A 0.90984017
Chlorpheniramine GABRB3 0.93477726
Chlorpheniramine CACNA1S 0.90043795
Nifedipine ADORA1 0.9823759
Nifedipine PTGS1 0.95760167
Nifedipine HRH2 0.9246516
Nifedipine ESR1 0.99773407
Nifedipine AR 0.9816628
Nifedipine ADRB1 0.97838736
Nifedipine SCN5A 0.992392
Nifedipine PTGS2 0.9990464
Nifedipine ACCN2 0.9394435
Nifedipine CHRM4 0.9341275
Nifedipine SLC6A2 0.9935702
Nifedipine PDE4B 0.9955063
Nifedipine ADRA1A 0.9800497
Nifedipine KCNMA1 0.96175027
Nifedipine CHRM2 0.9356942
Nifedipine HMGCR 0.96549714
Nifedipine SLC6A3 0.99266773
Nifedipine ACCN1 0.9375361
Nifedipine TOP2A 0.99584997
Nifedipine SLC6A4 0.9971897
Nifedipine DRD2 0.9291685
Nifedipine GABRA1 0.913833
Nifedipine PPARD 0.9953797
Nifedipine PDE4A 0.9921302
Nifedipine HDAC8 0.93789846
Nifedipine VAMP2 0.93954927
Nifedipine GABRB1 0.9934028
Nifedipine GABRB3 0.99124324
Atovaquone CHRM3 0.9607059
Atovaquone ADRA2A 0.9887799
Atovaquone DRD2 0.9975083
Amiodarone ADORA1 0.9991904
Amiodarone PTGS1 0.95927155
Amiodarone CHRM3 0.955083
Amiodarone SLC18A2 0.90067977
Amiodarone DRD5 0.9784828
Amiodarone SCN5A 0.99630034
Amiodarone PTGS2 0.9993049
Amiodarone ACHE 0.9767919
Amiodarone ADRA1A 0.9877104
Amiodarone SLC6A3 0.99449724
Amiodarone ADRA1D 0.9752416
Amiodarone RLBP1 0.9112378
Amiodarone GABRR2 0.99489236
Diazoxide PTGS1 0.99787307
Diazoxide CHRM1 0.99946564
Diazoxide ADRB1 0.99962103
Diazoxide SCN10A 0.9861173
Diazoxide ABCC8 0.99409074
Diazoxide PPARG 0.918547
Diazoxide PTGS2 0.9944804
Diazoxide ADRA2A 0.9994149
Diazoxide HTR2B 0.99802375
Diazoxide CHRM4 0.97949547
Diazoxide SLC6A2 0.9996308
Diazoxide PDE4B 0.9731876
Diazoxide GABRA3 0.95971775
Diazoxide HTR2C 0.95896745
Diazoxide ADRA1B 0.999316
Diazoxide GABRA1 0.9970848
Diazoxide CCND1 0.9734639
Diazoxide GABRB3 0.908205
Diazoxide GABRB2 0.9555651
Diazoxide CA9 0.9127955
Diazoxide GABRG3 0.9214554
Gliclazide CHRM1 0.9724813
Gliclazide ADRB1 0.92751163
Gliclazide SCN5A 0.9828483
Gliclazide ADRA2A 0.97920644
Gliclazide ADRB2 0.9594458
Gliclazide ADRA1D 0.9063752
Econazole ESR1 0.9684254
Bicalutamide PPARG 0.9072735
Bicalutamide SLC6A3 0.97639686
Bicalutamide TOP2A 0.99297816
Bicalutamide SLC6A4 0.9146048
Bicalutamide NR3C1 0.9996277
Bicalutamide CHRNA7 0.9605546
Rabeprazole ADRA2A 0.9646317
Prednicarbate CHRM1 0.9499396
Prednicarbate ADRA2A 0.96688306
Prednicarbate GABRA3 0.96903604
Carvedilol CHRM3 0.92417854
Carvedilol DLD 0.9860444
Carvedilol ESR1 0.95462143
Carvedilol GABRR1 0.9984176
Carvedilol OGDH 0.93643165
Carvedilol PLG 0.9252488
Carvedilol PPARG 0.9795115
Carvedilol CHRM5 0.9953497
Carvedilol ADRA2A 0.95651764
Carvedilol HTR2B 0.9549418
Carvedilol CHRM4 0.960034
Carvedilol RXRA 0.96463335
Carvedilol PCCA 0.9508528
Carvedilol HTR2C 0.95350707
Carvedilol HMGCR 0.9852299
Carvedilol ADRA1B 0.9685287
Carvedilol GRIN3A 0.9946398
Carvedilol RXRG 0.9681188
Carvedilol POLA2 0.903926
Carvedilol TSPO 0.99934596
Carvedilol CHRNA2 0.9118187
Carvedilol TOP2A 0.9750826
Carvedilol FGFR2 0.9157807
Carvedilol GABRA1 0.99752325
Carvedilol GRIK2 0.92659056
Carvedilol S100A13 0.9149269
Carvedilol PLAU 0.98526496
Carvedilol NR1I2 0.99642736
Carvedilol MAOA 0.9803396
Carvedilol CACNB2 0.9117304
Carvedilol CACNA1D 0.9673003
Carvedilol AHR 0.9405603
Carvedilol DBI 0.9883918
Cefadroxil ADRA2A 0.9973254
Cefadroxil OPRD1 0.97682106
Cefadroxil HTR2A 0.9874027
Cefadroxil SLC6A2 0.98930395
Cefadroxil ADRA1A 0.9990728
Cefadroxil HTR2C 0.97179306
Cefadroxil ADRA1B 0.9748575
Cefadroxil OPRK1 0.9067687
Cefadroxil OPRM1 0.9495309
Micafungin CHRM1 0.9084664
Micafungin HTR3A 0.976061
Micafungin GABRA4 0.9488807
Micafungin ADRA1A 0.9623613
Micafungin ADRA1B 0.95669633
Micafungin DRD2 0.95208764
Micafungin GABRG1 0.9290699
Doxepin DRD5 0.98812973
Doxepin ADRB1 0.99200773
Doxepin SCN5A 0.9995264
Doxepin AVPR2 0.93844104
Doxepin HTR3A 0.96435213
Doxepin CA2 0.9727429
Doxepin OPRD1 0.9973322
Doxepin PTGIR 0.9771517
Doxepin SLC12A1 0.9925942
Doxepin GABRA3 0.9664083
Doxepin DRD3 0.91693515
Doxepin OPRK1 0.9999174
Doxepin GRIN3A 0.9114714
Doxepin HTR1D 0.96760935
Doxepin OPRM1 0.9987953
Doxepin GABRA1 0.9711329
Doxepin HTR1B 0.99742436
Doxepin HTR6 0.9880783
Doxepin MTOR 0.9132609
Doxepin GABRG3 0.9949785
Doxepin GABRD 0.9663788
Amifostine HTR4 0.90468866
Amifostine GABBR1 0.97288007
Amifostine ADRA2A 0.9759394
Amifostine CA2 0.99617434
Amifostine HTR2A 0.984379
Amifostine SLC6A2 0.9952726
Amifostine CHRM2 0.97649175
Amifostine ADRB2 0.99761117
Amifostine SLC6A4 0.97120506
Amifostine DRD2 0.99020725
Amifostine PDE4A 0.92514205
Flavoxate PTGER1 0.9505942
Flavoxate ADRA2C 0.96197814
Flavoxate ADRA2B 0.94736123
Flavoxate PTGFR 0.97387546
Flavoxate SLC6A3 0.9261298
Flavoxate EGFR 0.99187577
Flavoxate NR3C1 0.9031912
Nefazodone GLS2 0.92507094
Nefazodone CHRM3 0.98827946
Nefazodone CHRM1 0.9978758
Nefazodone DRD5 0.90821224
Nefazodone ADRB1 0.9884935
Nefazodone SCN5A 0.99993336
Nefazodone PTGS2 0.98215336
Nefazodone ACHE 0.96220213
Nefazodone GRIN2C 0.9121996
Nefazodone GRIN3B 0.9798636
Nefazodone HTR1D 0.99525696
Nefazodone ADRA1D 0.9562082
Nefazodone DRD2 0.99986887
Nefazodone HTR1B 0.9997862
Nefazodone ART1 0.9768887
Nefazodone BCHE 0.9321927
Nefazodone KCND2 0.9217619
Desipramine NOS2 0.90224504
Desipramine ADORA1 0.9103136
Desipramine PTGS1 0.92092943
Desipramine DRD1 0.9302084
Desipramine HTR4 0.94646925
Desipramine GABRR1 0.9818424
Desipramine DRD5 0.9593141
Desipramine AVPR1A 0.9152775
Desipramine SCN10A 0.911065
Desipramine PDE5A 0.99664056
Desipramine SCN5A 0.9934267
Desipramine ACE 0.9827808
Desipramine PTGS2 0.9948972
Desipramine ADRA2A 0.99975127
Desipramine HTR1A 0.9994112
Desipramine HTR3A 0.9972139
Desipramine TYMS 0.9271606
Desipramine OPRD1 0.9923913
Desipramine ACHE 0.9886646
Desipramine SSTR1 0.9319696
Desipramine PTGIR 0.9681054
Desipramine GABRA4 0.99891376
Desipramine PDE4B 0.96614534
Desipramine GABRA3 0.9798421
Desipramine HTR2C 0.97938216
Desipramine NPR1 0.95239884
Desipramine HMGCR 0.9663499
Desipramine ADRA1B 0.99669206
Desipramine DRD3 0.9428249
Desipramine PTGFR 0.93919986
Desipramine PDE10A 0.92592096
Desipramine OPRK1 0.98953617
Desipramine GRIA1 0.9289677
Desipramine GRIN3A 0.96360725
Desipramine SLC6A3 0.9952525
Desipramine HTR7 0.993233
Desipramine HTR1D 0.998713
Desipramine RYR1 0.9606557
Desipramine DRD2 0.9999207
Desipramine KCNA1 0.9475838
Desipramine GABRA1 0.9920161
Desipramine HTR1B 0.9986707
Desipramine GRIA2 0.99958533
Desipramine ADORA2A 0.972073
Desipramine HTR6 0.9816544
Desipramine AIFM1 0.96977085
Desipramine CYP19A1 0.99883527
Desipramine FGB 0.9298271
Desipramine BCHE 0.9564534
Desipramine CACNA1B 0.9307619
Desipramine CACNB3 0.9495221
Desipramine GABRG3 0.97286713
Desipramine GABRR2 0.9972256
Desipramine GABRD 0.99825364
Desipramine EIF2S3 0.9757534
Desipramine CHRNG 0.9875415
Bupropion PTGS1 0.9522463
Bupropion CHRM3 0.9638151
Bupropion CHRM1 0.9838653
Bupropion ADRB1 0.9294662
Bupropion ADRA2A 0.9303587
Bupropion CHRM4 0.9150906
Bupropion HTR2A 0.97134787
Bupropion CHRM2 0.9609316
Bupropion DRD2 0.91477984
Bupropion GABRA1 0.92285156
Bupropion HTR1B 0.94551617
Bupropion GABRB3 0.9980683
Bretylium PTGS1 0.9005629
Bretylium KCNH2 0.92302734
Bretylium CHRM1 0.9728589
Bretylium ADRA2A 0.9195053
Bretylium HTR2B 0.9913857
Bretylium OPRD1 0.9730849
Bretylium SLC6A2 0.9966792
Bretylium ADRA1A 0.9081633
Bretylium HTR2C 0.9384213
Bretylium ADRB2 0.9593929
Bretylium SLC6A4 0.9123293
Bretylium EGFR 0.9941255
Bretylium GABRA1 0.99000436
Bretylium GABRB3 0.96082395
Halothane ADORA1 0.9760825
Halothane PTGS1 0.9868722
Halothane CHRM3 0.9984207
Halothane AGTR1 0.99923384
Halothane DRD5 0.9859547
Halothane AVPR1A 0.91888756
Halothane ADRB1 0.9998987
Halothane ACE 0.9953803
Halothane PRKAB1 0.90807384
Halothane ADRA2A 0.99974936
Halothane HTR1A 0.9978836
Halothane PRLR 0.90891165
Halothane GRIN2C 0.9815037
Halothane PTGIR 0.98772174
Halothane SLC6A2 0.9719601
Halothane PDE4B 0.99121606
Halothane KCNE1 0.90589035
Halothane ADRA1A 0.9936103
Halothane TPO 0.9742028
Halothane CHRM2 0.9978921
Halothane ADRA1B 0.99973994
Halothane BRAF 0.9602535
Halothane HTR7 0.96502334
Halothane ADRB2 0.9783956
Halothane ADRA1D 0.99140257
Halothane DRD2 0.9911067
Halothane OPRM1 0.9675373
Halothane KCNA1 0.9537346
Halothane CACNA1H 0.9868047
Halothane KCNQ2 0.9791229
Halothane ADORA2A 0.91411406
Halothane SLC6A9 0.9395817
Halothane TNNC1 0.98919815
Halothane SLC1A1 0.95066524
Halothane SELE 0.9477168
Halothane TLR9 0.98914355
Halothane SI 0.9036243
Halothane CFTR 0.98644036
Halothane PLA2G2A 0.9485338
Halothane BCHE 0.9939686
Halothane GABRB1 0.984361
Halothane GABRB3 0.94754744
Halothane GABRB2 0.96566576
Halothane TLR8 0.9433972
Halothane PDE1A 0.95488966
Halothane RHOB 0.95541435
Halothane GABRG2 0.9497215
Halothane NTRK2 0.9392815
Halothane PIK3C3 0.9610767
Halothane KCNMB1 0.9415737
Halothane RHEB 0.9312177
Halothane NAGA 0.9889809
Chloroprocaine PTGS1 0.90721
Chloroprocaine HRH2 0.9928343
Chloroprocaine ADRA2A 0.9863751
Chloroprocaine DRD2 0.9980399
Chloroprocaine GABRA1 0.9111182
Terazosin DRD5 0.9548304
Terazosin OPRD1 0.94903535
Terazosin ADRA2B 0.99344987
Terazosin GABRA1 0.98916656
Terazosin GABRD 0.99699783
Ofloxacin ADORA1 0.96527696
Ofloxacin DRD1 0.9917887
Ofloxacin CHRM3 0.98582107
Ofloxacin ADRA2A 0.9711449
Ofloxacin OPRD1 0.92926437
Ofloxacin DRD3 0.9278623
Ofloxacin SLC6A3 0.91943824
Ofloxacin DRD2 0.95122385
Ofloxacin OPRM1 0.9259973
Itraconazole SCN5A 0.9794653
Itraconazole HTR2A 0.9615624
Procarbazine CHRM1 0.997924
Procarbazine SLC6A2 0.94490653
Arsenic trioxide CHRM1 0.9864195
Arsenic trioxide ESR1 0.9999436
Arsenic trioxide AR 0.999997
Arsenic trioxide CALM1 0.9975414
Arsenic trioxide HTR2A 0.9098739
Arsenic trioxide PGR 0.91774243
Arsenic trioxide TH 0.9498067
Arsenic trioxide ADRB2 0.97033733
Arsenic trioxide TOP2A 0.9900358
Arsenic trioxide ESR2 0.9759888
Arsenic trioxide NR3C1 0.9999782
Arsenic trioxide CREB1 0.99900347
Arsenic trioxide PPARD 0.9450948
Arsenic trioxide ITGB2 0.9699823
Arsenic trioxide PSMB5 0.9003804
Arsenic trioxide TOP2B 0.92424905
Arsenic trioxide AHR 0.9881522
Arsenic trioxide YWHAE 0.9721709
Orphenadrine ADORA1 0.94186705
Orphenadrine PTGS1 0.97876215
Orphenadrine DRD5 0.98054355
Orphenadrine ADRB1 0.9987004
Orphenadrine SCN5A 0.9994141
Orphenadrine CHRM5 0.9626468
Orphenadrine PTGS2 0.99986434
Orphenadrine ADRA2A 0.9989888
Orphenadrine ADRA2C 0.9986494
Orphenadrine HTR2B 0.986368
Orphenadrine GRIN2B 0.9176572
Orphenadrine HTR2A 0.9828082
Orphenadrine GRIN2C 0.9373003
Orphenadrine GABRA4 0.9911425
Orphenadrine PDE4B 0.97094834
Orphenadrine ADRA1A 0.99658525
Orphenadrine HTR2C 0.9409648
Orphenadrine CHRM2 0.99957854
Orphenadrine ADRA2B 0.96182954
Orphenadrine ADRA1B 0.97216743
Orphenadrine DRD3 0.9792063
Orphenadrine OPRK1 0.98766184
Orphenadrine SLC6A3 0.99961865
Orphenadrine ADRA1D 0.9822463
Orphenadrine CHRNA2 0.90936744
Orphenadrine DRD2 0.9767039
Orphenadrine NR3C1 0.9985863
Orphenadrine GABRA1 0.97763515
Orphenadrine GABRB2 0.9864769
Orphenadrine CACNB2 0.9441222
Orphenadrine CACNA1S 0.9857077
Phenobarbital NOS2 0.99050224
Phenobarbital ADH5 0.92301595
Phenobarbital ADORA1 0.97010684
Phenobarbital SLC7A11 0.93352294
Phenobarbital CHRM3 0.972898
Phenobarbital DRD5 0.93766785
Phenobarbital ADRB1 0.9999341
Phenobarbital SCN10A 0.99298906
Phenobarbital ACE 0.94128007
Phenobarbital PTGS2 0.93154126
Phenobarbital ADRA2A 0.99201435
Phenobarbital CHRM4 0.9822918
Phenobarbital OPRD1 0.94108504
Phenobarbital ACHE 0.9155957
Phenobarbital HTR2A 0.992661
Phenobarbital PDE4B 0.98774683
Phenobarbital ADRA1A 0.99909246
Phenobarbital ADRA1B 0.9990897
Phenobarbital DRD3 0.9183165
Phenobarbital PDE10A 0.9506183
Phenobarbital SLC6A3 0.95634776
Phenobarbital ADRB2 0.9408535
Phenobarbital ADRA1D 0.97990215
Phenobarbital CHRNA2 0.99119085
Phenobarbital SLC6A4 0.9038719
Phenobarbital DRD2 0.98944587
Phenobarbital OPRM1 0.9800357
Phenobarbital NR3C1 0.97156703
Phenobarbital ADORA2A 0.9837208
Phenobarbital BCHE 0.9584101
Phenobarbital GABRB3 0.9543155
Phenobarbital GABRB2 0.9157925
Phenobarbital CACNA1S 0.9040998
Phenobarbital GABRG1 0.9747506
Phenobarbital GABRG3 0.9393516
Phenobarbital GABRD 0.97239065
Idarubicin PTGS1 0.93772644
Idarubicin OPRD1 0.9740529
Idarubicin HTR2A 0.9585092
Idarubicin NR3C1 0.9966363
Ifosfamide CHRM1 0.9994222
Ifosfamide HTR2C 0.9225223
Propafenone ADRB1 0.99515533
Propafenone PTGS2 0.93964505
Propafenone HTR2C 0.9853382
Propafenone HMGCR 0.92763716
Naloxone ADRB1 0.9981323
Naloxone ACE 0.9935759
Naloxone ADRA2A 0.9878044
Naloxone PDE4B 0.9912436
Naloxone NR3C1 0.961083
Naloxone GABRA1 0.95346457
Naloxone PDE4D 0.9566191
Naloxone FGB 0.9135239
Domperidone CHRM1 0.9586806
Domperidone SCN10A 0.99410963
Domperidone ALOX5 0.92438716
Domperidone PTGS2 0.99734986
Domperidone SLC6A2 0.996012
Domperidone CHRM2 0.91540974
Domperidone SLC6A3 0.9918703
Domperidone CALY 0.95942724
Domperidone CHRNA7 0.9088114
Fluoxymesterone CHRM1 0.97342366
Fluoxymesterone PPARG 0.9795624
Fluoxymesterone ADRA2A 0.9931251
Fluoxymesterone CHRM4 0.9910246
Fluoxymesterone HTR2A 0.96886426
Fluoxymesterone TOP2A 0.90413463
Fluoxymesterone PDE6G 0.9072149
Pergolide CHRM3 0.99988806
Pergolide PPARA 0.95381093
Pergolide HTR4 0.9362364
Pergolide CHRM1 0.9957419
Pergolide HRH2 0.96001554
Pergolide AR 0.9733569
Pergolide PHGDH 0.9899428
Pergolide ADRB1 0.9929852
Pergolide SCN5A 0.99420565
Pergolide ABCC8 0.9928772
Pergolide PPARG 0.9915099
Pergolide ACE 0.94249827
Pergolide CHRM5 0.9703087
Pergolide HTR3A 0.9774031
Pergolide CHRM4 0.939136
Pergolide GABRA4 0.9109503
Pergolide CHRM2 0.9980878
Pergolide GRIN3A 0.97496915
Pergolide SLC6A3 0.9990464
Pergolide ADRB2 0.9638884
Pergolide CHRNA2 0.9834592
Pergolide TOP2A 0.99695814
Pergolide SLC6A4 0.99584854
Pergolide OPRM1 0.98942274
Pergolide KCNA1 0.94388914
Pergolide NR3C1 0.9939149
Pergolide GABRA1 0.98468274
Pergolide NR1I2 0.9545531
Pergolide GABRB3 0.97257024
Ciclopirox ADRA2A 0.99677074
Ciclopirox SLC6A2 0.9151142
Ciclopirox NR3C2 0.9683756
Ciclopirox GABRA1 0.9769762
Desflurane ADORA1 0.97333616
Desflurane DRD5 0.9794572
Desflurane PTGS2 0.9036431
Desflurane ADRA2A 0.97324264
Desflurane ADRA2C 0.9305869
Desflurane OPRD1 0.9984273
Desflurane SLC6A2 0.9672366
Desflurane HTR2C 0.9674788
Desflurane ADRA2B 0.93892276
Desflurane NR3C2 0.9320509
Desflurane CHRNA2 0.9549582
Desflurane DRD2 0.91880983
Desflurane RLBP1 0.9147332
Desflurane SCN4A 0.9543555
Desflurane GABRD 0.9700959
Clindamycin ADRB1 0.9511991
Clindamycin ADRA2C 0.95195645
Clindamycin ADRA1B 0.90515155
Clindamycin ADRB2 0.99569523
Clindamycin ADRA1D 0.95319045
Acebutolol P2RY12 0.9577573
Acebutolol HRH2 0.9681966
Acebutolol ADRA2A 0.9873382
Acebutolol HTR2C 0.960607
Brinzolamide DRD1 0.9389553
Brinzolamide CHRM3 0.9214087
Brinzolamide CHRM1 0.9998124
Brinzolamide HTR1A 0.91982037
Brinzolamide DRD4 0.9199304
Brinzolamide CHRM4 0.98519915
Brinzolamide GABRA4 0.90934896
Brinzolamide SLC6A2 0.9140766
Brinzolamide ADRA1A 0.991679
Brinzolamide ADRB2 0.92016906
Brinzolamide SLC6A4 0.98515147
Brinzolamide DRD2 0.98885834
Brinzolamide GABRG1 0.9344148
Estramustine NR3C1 0.90553284
Zopiclone FARSA 0.945591
Zopiclone CHRM1 0.9999869
Zopiclone ADRB1 0.9718071
Zopiclone SCN5A 0.9136285
Zopiclone CHRM5 0.9993973
Zopiclone ADRA2C 0.997279
Zopiclone SLC12A3 0.9660948
Zopiclone GABRA4 0.96515614
Zopiclone SLC6A2 0.99704117
Zopiclone HTR2C 0.9919084
Zopiclone ADRA2B 0.9842858
Zopiclone HTR1D 0.99399525
Zopiclone DRD2 0.9299786
Zopiclone GABRB2 0.9746021
Bromocriptine PTGS1 0.9418033
Bromocriptine CHRM3 0.95540047
Bromocriptine CHRM1 0.9895382
Bromocriptine SIGMAR1 0.91886115
Bromocriptine ADRB1 0.99652654
Bromocriptine SCNN1A 0.91614664
Bromocriptine SCN5A 0.99955064
Bromocriptine PPARG 0.9804699
Bromocriptine GABBR1 0.9879522
Bromocriptine ALOX5 0.9505812
Bromocriptine PNP 0.96328604
Bromocriptine PTGS2 0.993453
Bromocriptine CA2 0.9538015
Bromocriptine TYMS 0.9624632
Bromocriptine OPRD1 0.9727702
Bromocriptine SLC6A2 0.9940103
Bromocriptine CHRM2 0.99895525
Bromocriptine HMGCR 0.94568545
Bromocriptine OPRK1 0.9989844
Bromocriptine GRIN3A 0.99475276
Bromocriptine CALY 0.9907141
Bromocriptine ADRB2 0.9877724
Bromocriptine CHRNA2 0.9995689
Bromocriptine SLC6A4 0.9946367
Bromocriptine KCNA1 0.99805033
Bromocriptine NR3C1 0.97794366
Bromocriptine GABRA1 0.92281884
Bromocriptine GRIA2 0.98172057
Bromocriptine ADORA2A 0.91900575
Bromocriptine ADRB3 0.930999
Bromocriptine GABRB1 0.93933594
Bromocriptine GABRB2 0.95829785
Bromocriptine GABRD 0.96226096
Rifapentine CHRM1 0.99863774
Rifapentine PTGS2 0.9593911
Nadolol CHRM1 0.9868494
Nadolol ADRA2A 0.9881585
Nadolol OPRD1 0.978446
Nadolol CHRM2 0.9698836
Nadolol GABRD 0.9697054
Mitoxantrone CHRM1 0.9464423
Mitoxantrone AR 0.9697183
Mitoxantrone HTR2A 0.99453175
Mitoxantrone CHRM2 0.9430853
Mitoxantrone ADRA1B 0.94699866
Mitoxantrone DRD2 0.9824882
Flumazenil ADRA2A 0.9827675
Flumazenil KCNJ1 0.94008726
Flumazenil OPRM1 0.971502
Levobunolol PTGS1 0.91960144
Ceftriaxone CHRM1 0.9865796
Metipranolol CHRM1 0.9153728
Estazolam CHRM3 0.9244136
Estazolam DRD5 0.9269772
Estazolam CHRM5 0.98211783
Estazolam ADRA2A 0.9629325
Estazolam HTR2B 0.978542
Estazolam HTR1F 0.9456398
Estazolam GABRA4 0.9867757
Estazolam SLC6A2 0.9438441
Estazolam PDE4B 0.96169204
